"veiculo","nome_motor","configuracao_motor","ano_inicial","ano_final","cilindrada"
PUMA 140,NEF 6,"6.7 L 24V SOHV L6","01/04/2021","","6.7"
PUMA 140 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 155,NEF 6,"6.7 L 12V SOHV L6","01/01/2015","31/03/2021","6.7"
PUMA 155,NEF 6,"6.7 L 24V SOHV L6","01/04/2021","","6.7"
PUMA 155 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 170,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 170,NEF 6,"6.7 L 12V SOHV L6","01/01/2015","31/03/2021","6.7"
PUMA 170,NEF 6,"6.7 L 24V SOHV L6","01/04/2021","","6.7"
PUMA 180 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 185,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 185,NEF 6,"6.7 L 12V SOHV L6","01/01/2015","31/03/2021","6.7"
PUMA 185,NEF 6,"6.7 L 24V SOHV L6","01/04/2021","","6.7"
PUMA 185 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 195 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 200,NEF 6,"6.7 L 12V SOHV L6","01/01/2016","31/03/2021","6.7"
PUMA 200,NEF 6,"6.7 L 24V SOHV L6","01/04/2021","","6.7"
PUMA 205,NEF 6,"6.7 L 12V SOHV L6","01/01/2015","31/03/2021","6.7"
PUMA 205 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 210 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 215,NEF 6,"6.7 L 12V SOHV L6","01/01/2016","31/03/2021","6.7"
PUMA 215,NEF 6,"6.7 L 24V SOHV L6","01/04/2021","","6.7"
PUMA 225,NEF 6,"6.7 L 12V SOHV L6","01/01/2015","31/03/2021","6.7"
PUMA 225 4X4,NEF 6,"6.7 L 12V SOHV L6","01/01/2007","31/12/2014","6.7"
PUMA 230,NEF 6,"6.7 L 12V SOHV L6","01/12/2016","31/03/2021","6.7"
PUMA 230,NEF 6,"6.7 L 24V SOHV L6","01/04/2021","","6.7"
PUNTO,E-TORQ,"1.6 L 16V SOHC L4","01/01/2016","31/12/2017","1.6"
PUNTO,E-TORQ,"1.6 L 16V SOHC L4","01/07/2010","30/07/2012","1.6"
PUNTO,E-TORQ,"1.8 L 16V SOHC L4","01/01/2014","31/12/2017","1.8"
PUNTO,E-TORQ,"1.8 L 16V SOHC L4","01/01/2016","31/12/2017","1.8"
PUNTO,E-TORQ,"1.8 L 16V SOHC L4","01/07/2010","30/07/2012","1.8"
PUNTO,E-TORQ,"1.8 L 16V SOHC L4","01/07/2012","30/06/2014","1.8"
PUNTO,E-TORQ,"1.8 L 16V SOHC L4","01/08/2013","31/12/2017","1.8"
PUNTO,E-TORQ EVO,"1.6 L 16V SOHC L4","01/01/2013","31/12/2017","1.6"
PUNTO,FIRE,"1.4 L 8V SOHC L4","01/07/2010","30/07/2012","1.4"
PUNTO,FIRE,"1.4 L 8V SOHC L4","01/08/2007","30/06/2010","1.4"
PUNTO,FIRE EVO,"1.4 L 8V SOHC L4","01/01/2013","31/12/2017","1.4"
PUNTO,FIRE EVO,"1.4 L 8V SOHC L4","01/09/2014","31/12/2017","1.4"
PUNTO,POWERTRAIN,"1.8 L 8V SOHC L4","01/08/2007","30/06/2010","1.8"
PUNTO,T-JET,"1.4 L 16V DOHC L4","01/01/2013","31/12/2017","1.4"
PUNTO,T-JET,"1.4 L 16V DOHC L4","01/02/2009","30/07/2012","1.4"
PX 200,"2 TEMPOS","0.2 L MONOCILÍNDRICO","01/01/1982","30/12/1999","0.2"
Q3,EA211,"1.4 L 16V DOHC L4","01/01/2020","31/12/2020","1.4"
Q3,EA211,"1.4 L 16V DOHC L4","01/03/2016","31/05/2017","1.4"
Q3,EA211,"1.4 L 16V DOHC L4","01/06/2015","28/02/2016","1.4"
Q3,EA211,"1.4 L 16V DOHC L4","01/06/2017","31/12/2019","1.4"
Q3,EA211,"1.4 L 16V DOHC L4","01/06/2018","31/12/2019","1.4"
Q3,EA211,"1.4 L 16V DOHC L4","01/06/2019","31/12/2019","1.4"
Q3,EA211,"1.4 L 16V DOHC L4","01/12/2020","31/12/2021","1.4"
Q3,EA888,"2.0 L 16V DOHC L4","01/01/2013","31/12/2015","2.0"
Q3,EA888,"2.0 L 16V DOHC L4","01/01/2016","31/12/2018","2.0"
Q3,EA888,"2.0 L 16V DOHC L4","01/01/2018","31/12/2018","2.0"
Q3,EA888,"2.0 L 16V DOHC L4","01/01/2022","","2.0"
Q3,EA888,"2.0 L 16V DOHC L4","01/05/2015","31/12/2015","2.0"
Q3,EA888,"2.0 L 16V DOHC L4","01/06/2012","31/12/2018","2.0"
Q3,EA888,"2.0 L 16V DOHC L4","01/10/2018","31/12/2019","2.0"
Q3 SPORTBACK,EA888,"2.0 L 16V DOHC L4","01/05/2022","","2.0"
Q3 SPORTBACK,EA888,"2.0 L 16V DOHC L4","01/05/2023","","2.0"
Q5,-,"3.0 L 24V DOHC V6","01/01/2013","31/12/2017","3.0"
Q5,DCO,"3.2 L 24V DOHC V6","01/11/2009","30/09/2013","3.2"
Q5,EA888,"2.0 L 16V DOHC L4","01/01/2013","31/12/2017","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/01/2017","31/12/2019","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/01/2018","","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/01/2018","31/12/2019","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/01/2019","","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/01/2019","30/12/2019","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/01/2019","31/12/2019","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/06/2022","","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/07/2022","","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/08/2009","30/09/2012","2.0"
Q5,EA888,"2.0 L 16V DOHC L4","01/08/2009","30/09/2013","2.0"
Q5,EA897,"3.0 L 24V DOHC V6","01/01/2020","","3.0"
Q5 SPORTBACK,-,"2.0 L 16V DOHC L4","01/07/2022","","2.0"
Q5 SPORTBACK,EA888,"2.0 L 16V DOHC L4","01/07/2021","","2.0"
Q5 SPORTBACK,EA888,"2.0 L 16V DOHC L4","01/07/2022","","2.0"
Q7,D 08,"3.0 L 24V DOHC V6","01/07/2014","31/12/2018","3.0"
Q7,D 08,"3.0 L 24V DOHC V6","01/07/2016","31/12/2021","3.0"
Q7,D 08,"3.0 L 24V DOHC V6","01/07/2019","","3.0"
Q7,D3B,"3.6 L 24V DOHC VR6","01/03/2008","30/05/2010","3.6"
Q7,EA837,"3.0 L 24V DOHC V6","01/05/2010","31/12/2023","3.0"
Q7,EA839,"3.0 L 24V DOHC V6","01/01/2019","","3.0"
Q7,EA839,"3.0 L 24V DOHC V6","01/01/2021","","3.0"
Q7,EA897,"3.0 L 24V DOHC V6","01/06/2019","","3.0"
Q7,EA897,"3.0 L 24V DOHC V6","01/06/2019","31/12/2020","3.0"
Q7,T8T,"4.2 L 32V DOHC V8","01/03/2006","30/05/2010","4.2"
Q8,"0.800 6V","","01/03/2023","",""
Q8,EA839,"3.0 L 24V DOHC V6","01/09/2019","","3.0"
QQ,ACTECO,"1.0 L 12V DOHC L3","01/01/2016","31/12/2018","1.0"
QQ,ACTECO,"1.0 L 12V DOHC L3","01/01/2016","31/12/2019","1.0"
QQ,ACTECO,"1.0 L 12V DOHC L3","01/01/2019","31/12/2020","1.0"
QQ,ACTECO,"1.0 L 12V DOHC L3","01/01/2020","31/12/2022","1.0"
QQ,ACTECO,"1.0 L 12V DOHC L3","01/07/2014","31/12/2015","1.0"
QQ,ACTECO,"1.0 L 12V SOHC L3","01/03/2019","31/12/2021","1.0"
QQ,ACTECO,"1.1 L 16V DOHC L4","01/01/2011","31/12/2015","1.1"
QUADTRAC 500,CURSOR 13,"12.9 L 12V SOHV L6","01/01/2021","","12.9"
QUADTRAC 620,CURSOR 13,"12.9 L 12V SOHV L6","01/01/2021","","12.9"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/01/1997","01/12/1998","1.8"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/01/1999","01/12/2001","1.8"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/02/1998","01/12/2001","1.8"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/03/1993","01/09/1996","1.8"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/04/1994","01/12/1996","1.8"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/09/1985","01/01/1993","1.8"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/09/1985","01/03/1994","1.8"
QUANTUM,AP 1800,"1.8 L 8V SOHC L4","01/10/1996","01/01/1998","1.8"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/01/1992","01/08/1993","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/01/1997","01/08/1998","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/09/1985","01/08/1993","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/09/1993","01/09/1996","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/09/1994","01/12/1996","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/09/1998","01/07/2000","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/09/1998","01/12/2001","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/10/1996","01/08/1998","2.0"
QUANTUM,AP 2000,"2.0 L 8V SOHC L4","01/10/1996","01/08/1999","2.0"
QUATTROPORTE,-,"3.8 L 32V DOHC V8","01/11/2013","31/12/2021","3.8"
QUATTROPORTE,-,"4.7 L 32V DOHC V8","01/01/2009","31/12/2012","4.7"
QUATTROPORTE,M139A,"4.2 L 32V DOHC V8","01/03/2005","31/12/2011","4.2"
QUATTROPORTE,M156A,"3.8 L 32V DOHC V8","01/01/2012","31/12/2014","3.8"
QUEST,-,"3.0 L 12V SOHC V6","01/09/1992","31/07/1998","3.0"
QUORIS,-,"3.8 L 24V DOHC V6","01/11/2014","31/12/2017","3.8"
QUOTA 1100 ES,-,"1.1 L 4V SOHV V2","01/01/2000","30/12/2001","1.1"
R 100,-,"1.0 L 4V SOHC BOXER2","01/01/1991","28/02/1996","1.0"
R 100,-,"1.0 L 4V SOHC BOXER2","01/09/1987","30/12/1990","1.0"
R 100,-,"1.0 L 4V SOHV BOXER2","01/01/1976","30/12/1977","1.0"
R 1100,-,"1.1 L 8V DOHC BOXER2","01/01/1998","30/12/2002","1.1"
R 1100,-,"1.1 L 8V DOHC BOXER2","01/08/1993","30/12/1999","1.1"
R 1100,-,"1.1 L 8V DOHC BOXER2","01/09/1995","30/08/2001","1.1"
R 1100,-,"1.1 L 8V DOHC BOXER2","01/10/1994","30/04/2001","1.1"
R 1100,-,"1.1 L 8V DOHC BOXER2","01/11/1992","30/06/2001","1.1"
R 112,DN11 01,"11 L 12V SOHV L6","01/01/1981","01/06/1989","11"
R 112,DS 11 15,"11 L 12V SOHV L6","01/01/1981","01/06/1989","11"
R 112,DS 11 15,"11 L 12V SOHV L6","01/07/1989","01/08/1991","11"
R 112,DS 11 18,"11 L 12V SOHV L6","01/01/1981","01/06/1989","11"
R 112,DS 11 18,"11 L 12V SOHV L6","01/07/1989","01/08/1991","11"
R 113,DN 11.08,"11 L 24V SOHV L6","01/10/1991","01/12/1998","11"
R 113,DS 11 34,"11 L 24V SOHV L6","01/10/1991","01/12/1998","11"
R 113,DS 11 75,"11 L 24V SOHV L6","01/10/1991","01/12/1998","11"
R 113,DSC 11 21,"11 L 24V SOHV L6","01/10/1991","01/12/1998","11"
R 113,DSC 11 32,"11 L 24V SOHV L6","01/10/1991","01/12/1998","11"
R 113,DSC 11 33,"11 L 24V SOHV L6","01/10/1991","01/12/1998","11"
R 113,DSC 11 34,"11 L 24V SOHV L6","01/10/1991","01/12/1998","11"
R 114,DC 11 04,"11 L 24V SOHV L6","01/01/2002","01/12/2007","11"
R 114,DC 11 04,"11 L 24V SOHV L6","01/02/1996","01/09/2004","11"
R 114,DSC 11,"11 L 24V SOHV L6","01/02/1995","01/09/2004","11"
R 114,DSC 11,"11 L 24V SOHV L6","01/05/1996","01/05/1999","11"
R 114,DSC 11 74,"11 L 24V SOHV L6","01/03/1998","01/12/2005","11"
R 1150,-,"1.1 L 8V DOHC BOXER2","01/01/2001","30/06/2006","1.1"
R 1150,-,"1.1 L 8V DOHC BOXER2","01/03/2002","30/09/2005","1.1"
R 1150,-,"1.1 L 8V DOHC BOXER2","01/08/1999","30/11/2003","1.1"
R 1200,-,"1.2 L 8V DOHC BOXER2","01/01/2014","31/12/2015","1.2"
R 1200,-,"1.2 L 8V DOHC BOXER2","01/01/2014","31/12/2019","1.2"
R 124,DC 12 02,"12 L 24V SOHV L6","01/09/2000","01/09/2004","12"
R 124,DC 12 02,"12 L 24V SOHV L6","01/09/2002","01/12/2003","12"
R 124,DSC 12 01,"12 L 24V SOHV L6","01/03/2001","01/12/2005","12"
R 124,DSC 12 01,"12 L 24V SOHV L6","01/09/1995","01/01/2000","12"
R 124,DSC 12 01,"12 L 24V SOHV L6","01/09/1995","31/12/2005","12"
R 124,DSC 12 02,"12 L 24V SOHV L6","01/03/1998","01/12/2005","12"
R 124,DSC 12 05,"12 L 24V SOHV L6","01/04/2005","01/12/2009","12"
R 124,DSC 12 05,"12 L 24V SOHV L6","01/08/1998","01/12/2005","12"
R 124,DSC 12 05,"12 L 24V SOHV L6","01/08/1998","30/12/2007","12"
R 142,DS 14 06,"14 L 16V SOHV V8","01/01/1981","01/03/1988","14"
R 142,DS 14 06,"14 L 16V SOHV V8","01/09/1982","01/12/1986","14"
R 142,DSC 14,"14 L 16V SOHV V8","01/06/1986","01/03/1988","14"
R 142,DSC 14 05,"14 L 16V SOHV V8","01/05/1980","01/03/1988","14"
R 142,DSC 14 07,"14 L 16V SOHV V8","01/07/1989","01/08/1991","14"
R 142,DSC 14.06,"14 L 16V SOHV V8","01/06/1986","01/03/1988","14"
R 142,DSC 14.07 L 01,"14 L 16V SOHV V8","01/01/1987","01/09/1991","14"
R 143,DSC 14 03,"14 L 16V SOHV V8","01/10/1991","01/06/1996","14"
R 143,DSC 14 03,"14 L 16V SOHV V8","01/10/1992","01/06/1996","14"
R 164,DC 16 01,"16 L 32V SOHV V8","01/01/2007","31/12/2007","16"
R 164,DC 16 01,"16 L 32V SOHV V8","01/04/2000","01/05/2004","16"
R 164,DC 16 02,"16 L 32V SOHV V8","01/10/2000","01/12/2005","16"
R 380,DC 11 04,"12 L 24V SOHV L6","01/09/2006","01/12/2011","12"
R 400,DC 13 113,"13 L 24V SOHV L6","01/01/2012","31/12/2017","13"
R 400,DC 13 113,"13 L 24V SOHV L6","01/01/2012","31/12/2018","13"
R 400,DC 13 113,"13 L 24V SOHV L6","01/01/2012","31/12/2019","13"
R 410,DC 13 139,"12 L 24V SOHV L6","01/01/2019","","12"
R 410,DC 13 139,"13 L 24V SOHV L6","01/01/2019","","13"
R 410,OC13 101,"12,7 L 24V SOHV L6","01/01/2020","","12,7"
R 410,OC13 101,"12,74 L 24V SOHV L6","01/01/2020","","12,74"
R 420,DC 12 01,"12 L 24V SOHV L6","01/01/2005","01/12/2011","12"
R 420,DC13 176,"12 L 24V SOHC L6","01/10/2022","","12"
R 420,OC13 103,"12.7 L 24V SOHC L6","03/01/2024","","12.7"
R 440,DC 13 109,"12,7 L 24V SOHV L6","01/10/2012","31/12/2017","12,7"
R 440,DC 13 112,"13 L 24V SOHV L6","01/01/2012","31/12/2017","13"
R 440,DC 13 112,"13 L 24V SOHV L6","01/01/2012","31/12/2018","13"
R 440,DC 13 112,"13 L 24V SOHV L6","01/01/2012","31/12/2019","13"
R 440,DC 13 112,"13 L 24V SOHV L6","01/01/2014","31/12/2019","13"
R 440,DC 13 112,"13 L 24V SOHV L6","01/01/2015","31/12/2019","13"
R 440,DC 13 153,"13 L 24V SOHV L6","01/01/2012","31/12/2022","13"
R 440,DC 13 153,"13 L 24V SOHV L6","01/01/2013","31/12/2019","13"
R 440,DC 13 153,"13 L 24V SOHV L6","01/01/2017","31/12/2018","13"
R 440,DC 13 153,"13 L 24V SOHV L6","01/01/2018","31/12/2019","13"
R 440,DT 12 18,"12 L 24V SOHV L6","01/10/2006","01/12/2011","12"
R 440,DT 12 18,"12 L 24V SOHV L6","01/10/2007","01/12/2011","12"
R 450,DC 13,"13 L 24V SOHV L6","01/01/2019","","13"
R 450,DC 13 143,"13 L 24V SOHV L6","01/01/2019","","13"
R 450,DC 13 143,"13 L 24V SOHV L6","01/06/2016","","13"
R 450,DC13 164,"13 L 24V SOHV L6","01/05/2019","","13"
R 460,DC 13 175,"12.74 L 24V DOHC L6","01/10/2022","","12.74"
R 460,OC13 104,"12.7 L 24V DOHC L6","03/01/2024","","12.7"
R 460,OC13 104,"12.7 L 24V DOHC L6","03/01/2025","","12.7"
R 470,DT12 06,"12 L 24V SOHV L6","01/10/2007","01/12/2011","12"
R 480,DC 13 111,"13 L 24V SOHV L6","01/01/2012","31/12/2017","13"
R 480,DC 13 111,"13 L 24V SOHV L6","01/01/2012","31/12/2018","13"
R 480,DC 13 111,"13 L 24V SOHV L6","01/01/2012","31/12/2019","13"
R 480,DC 13 111,"13 L 24V SOHV L6","01/01/2016","31/12/2018","13"
R 480,DC 13 111,"13 L 24V SOHV L6","01/01/2017","31/12/2019","13"
R 480,DC 13 111,"13 L 24V SOHV L6","01/06/2012","31/12/2018","13"
R 480,DT12 18,"12 L 24V SOHV L6","01/10/2006","31/12/2011","12"
R 500,DC 13 146,"12,7 L 24V SOHV L6","01/01/2019","","12,7"
R 500,DC 13 146,"13 L 24V SOHV L6","01/01/2019","","13"
R 500,DC 13 146,"13 L 24V SOHV L6","01/01/2020","","13"
R 500,DC 16 04,"16 L 32V SOHV V8","01/10/2007","01/12/2011","16"
R 510,DC 13,"12,7 L 24V SOHC L6","01/01/2018","31/12/2019","12,7"
R 510,DC 13,"13 L 24V SOHV L6","01/07/2017","31/12/2019","13"
R 510,DC 13 177,"13 L 24V SOHV L6","01/01/2018","31/12/2019","13"
R 540,DC 13 172,"12,7 L 24V SOHV L6","01/01/2021","","12,7"
R 540,DC 13 172,"13 L 24V SOHV L6","01/01/2019","","13"
R 540,DC 13 172,"13 L 24V SOHV L6","01/01/2021","","13"
R 560,DC 13 173,"12 L 24V DOHC L6","03/01/2023","","12"
R 560,DC 13 173,"12 L 24V SOHV L6","03/01/2023","","12"
R 560,DC 13 173,"12 L 24V SOHV L6","03/01/2024","","12"
R 560,DC 13 173,"12.74 L 24V DOHC L6","03/01/2023","","12.74"
R 560,DC 13 173,"13 L 24V DOHC L6","03/01/2023","","13"
R 560,DC 16 18,"16 L 32V SOHV V8","01/01/2011","31/12/2022","16"
R 560,DC 16 18,"16 L 32V SOHV V8","01/01/2012","31/12/2022","16"
R 580,DC 16 03,"16 L 32V SOHV V8","01/04/2004","01/12/2011","16"
R 60,-,"0.6 L 4V SOHV BOXER2","01/01/1971","30/12/1973","0.6"
R 620,DC 16 115,"16 L 32V SOHV V8","01/01/2017","","16"
R 620,DC 16 115,"16 L 32V SOHV V8","01/01/2017","31/12/2019","16"
R 620,DC 16 115,"16 L 32V SOHV V8","01/01/2019","","16"
R 620,DC 16 17,"16 L 32V SOHV V8","01/01/2011","31/12/2018","16"
R 620,DC 16 17,"16 L 32V SOHV V8","01/01/2011","31/12/2019","16"
R 620,DC 16 17,"16 L 32V SOHV V8","01/01/2012","31/12/2017","16"
R 620,DC 16 17,"16 L 32V SOHV V8","01/01/2012","31/12/2019","16"
R 650,DC 16 118,"15,6 L 32V SOHV V8","01/01/2019","31/12/2019","15,6"
R 660,DC 16 122,"16 L 32V DOHV V8","01/01/2023","","16"
R 660,DC 16 122,"16 L 32V DOHV V8","03/01/2023","","16"
R 69/S,-,"0.6 L 4V SOHV BOXER2","01/01/1960","30/12/1969","0.6"
R 75/5,-,"0.7 L 4V SOHV BOXER2","01/01/1970","30/12/1973","0.7"
R 75/6,-,"0.7 L 4V SOHV BOXER2","01/01/1976","30/12/1976","0.7"
R 770,DC16 123,"16 L 32V SOHV V8","03/01/2022","","16"
R 90/S,-,"0.9 L 4V SOHV BOXER2","01/01/1973","30/12/1976","0.9"
R-CLASS,E 50,"5.0 L 32V DOHC V8","01/02/2006","30/04/2007","5.0"
R19,C3L,"1.6 L 8V OHV L4","01/01/1993","01/05/2000","1.6"
R19,C3L,"1.6 L 8V OHV L4","01/12/1993","30/12/1997","1.6"
R19,F3P 704,"1.8 L 8V SOHC L4","01/05/1992","01/12/1995","1.8"
R19,F3P 704,"1.8 L 8V SOHC L4","01/05/1994","01/12/1998","1.8"
R19,F3P 704,"1.8 L 8V SOHC L4","01/05/1994","01/12/1999","1.8"
R19,F7P,"1.8 L 16V DOHC L4","01/01/1994","31/12/1995","1.8"
R21,J6T 792,"2.2 L 8V SOHC L4","01/06/1992","01/07/1996","2.2"
R21,J7T,"2.2 L 8V SOHC L4","01/07/1993","01/06/1994","2.2"
R8,AUDI V8,"4.2 L 32V DOHC V8","01/04/2008","01/09/2010","4.2"
R8,AUDI V8,"4.2 L 32V DOHC V8","01/04/2008","30/09/2010","4.2"
R8,AUDI V8,"4.2 L 32V DOHC V8","01/09/2013","31/12/2014","4.2"
R8,AUDI V8,"5.2 L 40V DOHC V10","01/04/2009","30/07/2012","5.2"
R8,BUJ,"5.2 L 40V DOHC V10","01/11/2011","31/12/2016","5.2"
R8,V10 FSI,"5.2 L 40V DOHC V10","01/01/2017","31/12/2018","5.2"
R8,V10 FSI,"5.2 L 40V DOHC V10","01/06/2020","","5.2"
RABBIT,AP 1800,"1.8 L 8V SOHC L4","01/01/1983","31/12/1990","1.8"
RAM,-,"3.0 L 24V DOHC V6","01/01/2016","01/01/2016","3.0"
RAM,CUMMINS,"5.9L 24V OHV 6L","01/01/2005","31/12/2010","5.9"
RAM,CUMMINS,"5.9L 24V OHV 6L","01/01/2010","31/12/2010","5.9"
RAM,ETJ,"6.7 L 24V OHV L6","01/01/2016","31/12/2018","6.7"
RAM,ETJ,"6.7 L 24V OHV L6","01/06/2021","","6.7"
RAM,ETJ,"6.7 L 24V OHV L6","01/09/2008","30/08/2010","6.7"
RAM,ETJ,"6.7 L 24V OHV L6","01/10/2011","31/12/2012","6.7"
RAM,ETJ,"6.7 L 24V OHV L6","01/11/2015","30/05/2021","6.7"
RAM,ISB 5.9,"5.9 L 24V OHV L6","01/09/2001","30/08/2008","5.9"
RAM,MAGNUM V8,"5.2 L 16V SOHC V8","01/01/1994","31/12/1996","5.2"
RAM 3500,ISB 6.7,"6.7 L 24V SOHV L6","01/01/2012","","6.7"
RAM 3500,ISB 6.7,"6.7 L 24V SOHV L6","01/04/2022","","6.7"
RAMPAGE,MULTIJET II,"2.0 L 16V DOHC L4","01/07/2023","","2.0"
RAMPAGE,PRATOLA SERRA,"2.2 L 16V DOHC L4","01/01/2025","","2.2"
RAMPAGE,T4 HURRICANE,"2.0 L 16V DOHC L4","01/07/2023","","2.0"
RANGE ROVER,-,"4.4 L 32V DOHC V8","01/01/2015","31/12/2017","4.4"
RANGE ROVER,-,"4.4 L 32V DOHC V8","01/01/2016","31/12/2017","4.4"
RANGE ROVER,-,"5.0 L 32V OHV V8","01/06/2015","","5.0"
RANGE ROVER,INGENIUM,"3.0 L 24V DOHC L6","01/03/2022","31/08/2022","3.0"
RANGE ROVER,INGENIUM,"3.0 L 24V DOHC L6","01/09/2022","","3.0"
RANGE ROVER,JAGUAR AJ-133,"5.0 L 32V DOHC V8","01/01/2016","31/12/2016","5.0"
RANGE ROVER,JAGUAR AJ-133,"5.0 L 32V DOHC V8","01/01/2018","","5.0"
RANGE ROVER,JAGUAR AJ-133,"5.0 L 32V DOHC V8","01/06/2019","","5.0"
RANGE ROVER,N63B44TU,"4.4 L 32V DOHC V8","01/09/2022","","4.4"
RANGE ROVER,TDV8,"4.4 L 32V DOHC V8","01/01/2019","31/12/2021","4.4"
RANGE ROVER EVOQUE,ECOBOOST,"2.0 L 16V DOHC L4","01/03/2014","31/12/2016","2.0"
RANGE ROVER EVOQUE,ECOBOOST,"2.0 L 16V DOHC L4","01/07/2011","31/01/2014","2.0"
RANGE ROVER EVOQUE,ECOBOOST,"2.0 L 16V DOHC L4","01/07/2015","30/06/2017","2.0"
RANGE ROVER EVOQUE,ECOBOOST,"2.0 L 16V DOHC L4","01/09/2011","31/12/2013","2.0"
RANGE ROVER EVOQUE,ECOBOOST,"2.0 L 16V DOHC L4","01/09/2013","31/12/2013","2.0"
RANGE ROVER EVOQUE,ECOBOOST,"2.0 L 16V DOHC L4","01/10/2013","31/12/2013","2.0"
RANGE ROVER EVOQUE,ECOBOOST,"2.0 L 16V DOHC L4","01/10/2015","31/12/2017","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2016","31/12/2017","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2018","","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2018","31/12/2018","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2018","31/12/2019","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2018","31/12/2020","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2019","","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2019","31/12/2019","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/01/2020","","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/08/2019","","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/08/2019","31/12/2020","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/08/2019","31/12/2021","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","01/12/2021","","2.0"
RANGE ROVER EVOQUE,INGENIUM,"2.0 L 16V DOHC L4","03/01/2025","","2.0"
RANGE ROVER EVOQUE,SD4,"2.2 L 16V DOHC L4","01/01/2014","30/06/2015","2.2"
RANGE ROVER EVOQUE,SD4,"2.2 L 16V DOHC L4","01/01/2016","31/12/2016","2.2"
RANGE ROVER EVOQUE,SD4,"2.2 L 16V DOHC L4","20/10/2015","31/12/2016","2.2"
RANGE ROVER II,HSE,"4.6 L 16V SOHC V8","01/09/2000","01/08/2002","4.6"
RANGE ROVER III,"4.4 L V8","4.4 L 32V DOHC V8","01/03/2002","30/07/2005","4.4"
RANGE ROVER III,"4.4 L V8","4.4 L 32V DOHC V8","01/03/2003","01/07/2005","4.4"
RANGE ROVER IV,TDV8,"5.0 L 32V OHV V8","01/09/2009","31/01/2013","5.0"
RANGE ROVER IV,TDV8,"5.0 L 32V OHV V8","01/09/2010","31/12/2013","5.0"
RANGE ROVER SPORT,INGENIUM,"2.0 L 16V DOHC L4","01/01/2018","31/05/2022","2.0"
